#,Region/ المنطقة,PC Code/ رمز مركز الانتخاب,Office #/ الللجنة الانتخابية #,Office/ الللجنة الانتخابية ,Main C/ الدائرة الانتخابية الرئيسية,SubC # / رقم الدائرة الفرعية ,SubC name / الدائرة الفرعية,Name PC,Mahalla / المحلة,Village / المدينة/القرية,نوع المركز / Type,E  خط العرض   / Coordinates E,N  خط العرض   / Coordinates N
909,  الغربية ,17030,7,الجبل 1,الزاوية,16,مدن الجبل بكافة قراها.,العروبة الثانوية,البيضاء العربان ,غريان  ,عام,13.274097,32.036319
910,  الغربية ,17031,7,الجبل 1,الزاوية,16,مدن الجبل بكافة قراها.,عمر بن عبدالعزيز,البيضاء العربان ,غريان  ,عام,13.329167,32.111111
911,  الغربية ,17032,7,الجبل 1,الزاوية,16,مدن الجبل بكافة قراها.,شهداء الدامور,القصبة العربان ,غريان  ,عام,13.319421,32.035527
912,  الغربية ,17033,7,الجبل 1,الزاوية,16,مدن الجبل بكافة قراها.,الجعافرة الثانوية,أبو جعفر العربان ,غريان  ,عام,13.260205,32.029521
913,  الغربية ,17034,7,الجبل 1,الزاوية,16,مدن الجبل بكافة قراها.,ابوبكر الصديق الثانوية,مزدة المركز ,مزدة ,عام,12.981539,31.453372
914,  الغربية ,17035,7,الجبل 1,الزاوية,16,مدن الجبل بكافة قراها.,عمر المختار اساسي,مزدة المركز ,مزدة ,عام,12.990864,31.444825
915,  الغربية ,17036,7,الجبل 1,الزاوية,16,مدن الجبل بكافة قراها.,مدرسة الشقيقة المركزية,الشقيقة ,مزدة ,عام,12.801517,31.637633
916,  الغربية ,17037,7,الجبل 1,الزاوية,16,مدن الجبل بكافة قراها.,شهداء ابي غرة,عطاءالله الشقيقة,مزدة ,عام,12.747294,31.640233
917,  الغربية ,17038,7,الجبل 1,الزاوية,16,مدن الجبل بكافة قراها.,ثانوية سواني فسانو,فسانو,مزدة ,عام,12.777641,31.330598
918,  الغربية ,17039,7,الجبل 1,الزاوية,16,مدن الجبل بكافة قراها.,قصر وامس لتعلبم اساسي,قصر وامس,مزدة ,عام,12.690856,31.652858
919,  الغربية ,17040,7,الجبل 1,الزاوية,16,مدن الجبل بكافة قراها.,المجاهد امحمد بن بشير,نسمة المركز,مزدة ,عام,13.330739,31.391383
920,  الغربية ,17041,7,الجبل 1,الزاوية,16,مدن الجبل بكافة قراها.,17فبراير,المكمورة ,مزدة ,عام,13.746339,31.416353
921,  الغربية ,17042,7,الجبل 1,الزاوية,16,مدن الجبل بكافة قراها.,جعفر بن ابي طالب,رأس الطبل,مزدة ,عام,13.691156,31.399011
922,  الغربية ,17043,7,الجبل 1,الزاوية,16,مدن الجبل بكافة قراها.,مصعب بن عمير الثانوية,أبو الغرب,مزدة ,عام,13.592143,30.669821
923,  الغربية ,18001,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,القدس الاعدادية,الشرف ,الاصابعة  ,عام,12.892761,32.084514
924,  الغربية ,18002,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,الشهيد محمد الوحيشي,الشرف ,الاصابعة  ,عام,12.901047,32.019503
925,  الغربية ,18003,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,طارق بن زياد,الظاهر,الاصابعة  ,عام,12.884619,32.025635
926,  الغربية ,18004,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,عمر المختار,الهنشير ,الاصابعة  ,عام,12.901625,32.092175
927,  الغربية ,18005,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,موسي بن نصير,الوسط,الاصابعة  ,عام,12.879808,32.052581
928,  الغربية ,18006,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,مصعب بن عمير الثانوية,الوسط  ,الاصابعة  ,عام,12.889531,32.060425
929,  الغربية ,18007,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,الوحدة العربية,بئر غني  ,الاصابعة  ,عام,12.991567,31.845117
930,  الغربية ,18008,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,الشهيد محمد جمال الدرة,جندوبة ,الاصابعة  ,عام,12.884764,32.067422
931,  الغربية ,18009,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,صلاح الدين,مسكة  (اسنان),الاصابعة  ,عام,12.839389,32.021478
932,  الغربية ,18010,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,السوادنة,السوادنة ,ككلة  ,عام,12.651392,32.122297
933,  الغربية ,18011,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,حطين,الشمالية ,ككلة  ,عام,12.668996,32.083063
934,  الغربية ,18012,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,أبي حاتم,الغربية  ,ككلة  ,عام,12.641111,32.050833
935,  الغربية ,18013,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,عمر ضياء المدفعي,الوسط,ككلة  ,عام,12.690692,32.076433
936,  الغربية ,18014,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,أبوماضي,أبو ماضي ,ككلة  ,عام,12.63276,32.081686
937,  الغربية ,18015,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,تكبال,تكبال,ككلة  ,عام,12.674547,32.099597
938,  الغربية ,18016,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,الجيل الصاعد,الخلايفة ,الخلايفة ,عام,12.4715,32.005972
939,  الغربية ,18017,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,طارق بن زياد,الجديدة ,يفرن ,عام,12.543333,32.069444
940,  الغربية ,18018,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,امل تورة17فبراير,الشمالية ,يفرن ,عام,12.555278,32.095833
941,  الغربية ,18019,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,تانوية علوم حياة ,القصر,يفرن ,عام,12.530278,32.061667
942,  الغربية ,18020,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,ام الجرسان التانوية,ام الجرسان ,يفرن ,عام,12.559444,32.029167
943,  الغربية ,18021,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,بن خلدون التانوية,يفرن الظاهر ,يفرن ,عام,12.558333,31.9975
944,  الغربية ,18022,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,الشيخ على القلعاوى,العليا,القلعة ,عام,12.561667,32.066944
945,  الغربية ,18023,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,الشيخ ابو القاسم القلعاوي,الوادي ,القلعة ,عام,12.573889,32.058333
946,  الغربية ,18024,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,سعد بن ابي وقاص,الشرقية ,الرياينة ,عام,12.364111,32.020972
947,  الغربية ,18025,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,17فبراير ,العين ,الرياينة ,عام,12.343206,31.993448
948,  الغربية ,18026,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,شهداء الخلائفة,الغربية  ,الرياينة ,عام,12.489583,32.002775
949,  الغربية ,18027,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,شهداء الرياينة ,الوسط ,الرياينة ,عام,12.343609,32.00572
950,  الغربية ,18028,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,الحرية ,أبو لجام ,الرياينة ,عام,12.315466,31.998037
951,  الغربية ,18029,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,طلائع الوحدة,الخشيشة,الزنتان,عام,12.34693,31.940561
952,  الغربية ,18030,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,جمال عبدالناصر,الجنوبية ,الزنتان ,عام,12.251298,31.901349
953,  الغربية ,18031,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,النصر لاساسي,الجنوبية ,الزنتان ,عام,12.257222,31.915278
954,  الغربية ,18032,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,الكفاح,الشرقية ,الزنتان ,عام,12.242972,31.947694
955,  الغربية ,18033,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,الشرقية للتعليم الأساسي,الشرقية ,الزنتان ,عام,12.269636,31.942594
956,  الغربية ,18034,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,علي بن ابي طالب,الشمالية ,الزنتان ,عام,12.221317,31.942168
957,  الغربية ,18035,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,الكردون,الغربية  ,الزنتان ,عام,12.219635,31.931012
958,  الغربية ,18036,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,معركة العميان,الغربية  ,الزنتان ,عام,12.241003,31.91616
959,  الغربية ,18037,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,محمد الامام,المركز ,الزنتان ,عام,12.244822,31.931711
960,  الغربية ,18038,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,ودي الخيل,المرحان,الزنتان ,عام,12.1445,31.5525
961,  الغربية ,18039,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,ليبيا الحرة,الشمالية ,جادو ,عام,12.020778,31.963944
962,  الغربية ,18040,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,المجاهد سليمان الباروني,الغربية  ,جادو ,عام,11.995061,31.942938
963,  الغربية ,18041,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,ابوزيد المزغورتي,القصبة ,جادو ,عام,11.972049,31.968027
964,  الغربية ,18042,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,تانوية 17 فبراير,المركز ,جادو ,عام,12.02622,31.950148
965,  الغربية ,18043,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,صلاح الدين,الوسط,جادو ,عام,12.014779,31.943386
966,  الغربية ,18044,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,مدرسة الفاروق,تمزدة,جادو ,عام,11.945269,31.916045
967,  الغربية ,18045,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,شكشوك الثانوية,شكشوك ,جادو ,عام,11.957393,32.016536
968,  الغربية ,18046,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,شهداء الرجبان,الشرقية ,الرجبان,عام,12.150144,31.948789
969,  الغربية ,18047,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,محمد فكيني,الغربية  ,الرجبان,عام,12.104722,31.980278
970,  الغربية ,18048,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,الرجبان للتعليم الأساسي,الغربية  ,الرجبان,عام,12.113067,31.982814
971,  الغربية ,18049,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,شهداء الوخيم,الوسط,الرجبان,عام,12.129337,31.970713
972,  الغربية ,18050,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,الشهيد محمد شعيب,قصر الحاج,الرجبان,عام,12.579703,32.04856
973,  الغربية ,18051,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,17فبراير فجر الثورة,الزميلة ,الرحيبات,عام,11.797843,31.85073
974,  الغربية ,18052,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,حمزة بن عبدالمطلب,الشمالية ,الرحيبات,عام,11.881967,31.895068
975,  الغربية ,18053,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,الهدى الاسلامي,الوسط,الرحيبات,عام,11.884735,31.860806
976,  الغربية ,18054,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,السيدة عائشة,أمسين,الرحيبات,عام,11.894806,31.877308
977,  الغربية ,18055,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,خالد بن وليد ,الشويرف الشرقية ,مزدة ,عام,14.260481,29.987992
978,  الغربية ,18056,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,ثانوية الشويرف ,الشويرف الغربية ,مزدة ,عام,14.259586,29.9792
979,  الغربية ,18057,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,موسي بن نصير,القرية الشرقية ,مزدة ,عام,13.578544,30.388494
980,  الغربية ,18058,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,المجاهد سالم بن عبدالنبي,القرية لغربية ,مزدة ,عام,13.417619,30.415175
981,  الغربية ,18059,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,ثانوية مزدة المركزية التخصيصة,المركز ,مزدة ,عام,12.979981,31.440764
982,  الغربية ,18060,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,طبقة الثانوية التخصيصة,طبقة ,مزدة ,عام,13.305189,30.430665
983,  الغربية ,18061,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,28يونيو,الحوامد,نالوت,عام,11.157312,31.973961
984,  الغربية ,18062,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,حطين,الغزايا ,نالوت,عام,10.837971,32.000809
985,  الغربية ,18063,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,القصر,القصر ,نالوت,عام,10.982569,31.862889
986,  الغربية ,18064,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,الشيخ العيساوي,أولاد محمود,نالوت,عام,11.049899,31.823157
987,  الغربية ,18065,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,17فبراير تكوت,تكوت,نالوت,عام,11.024789,31.962582
988,  الغربية ,18066,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,الحياة,سيدي خليفة ,نالوت,عام,10.976944,31.877972
989,  الغربية ,18067,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,17 فبراير نالوت,سيدي خليفة ,نالوت,عام,10.964163,31.893427
990,  الغربية ,18068,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,الشهداء,شداد ,نالوت,عام,10.990001,31.854667
991,  الغربية ,18069,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,نالوت الإعدادية,شداد ,نالوت,عام,10.984918,31.845392
992,  الغربية ,18070,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,ثانوية وازن,وازن,نالوت,عام,10.668649,31.941701
993,  الغربية ,18071,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,البدارنة الشرقية,البدارنة الشرقية ,كاباو ,عام,11.652369,31.921684
994,  الغربية ,18072,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,البدارنة,البدارنة الغربية ,كاباو ,عام,11.645417,31.969556
995,  الغربية ,18073,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,علي الشاوش / كاباو الثانوية,الجنوبية ,كاباو ,عام,11.344129,31.840357
996,  الغربية ,18074,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,الجوش الشرقية,الجوش الشرقية ,كاباو ,عام,11.677342,31.994198
997,  الغربية ,18075,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,تنداميرة المركزية,الحرابة الغربية ,كاباو ,عام,11.493449,31.861988
998,  الغربية ,18076,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,عمر المختار,الشرقية الحرابة ,كاباو ,عام,11.58022,31.876133
999,  الغربية ,18077,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,زهرات 17فبراير,الشمالية ,كاباو ,عام,11.339947,31.849451
1000,  الغربية ,18078,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,محمد بن بكر الفرسطاني,الشمالية ,كاباو ,عام,11.369913,31.865977
1001,  الغربية ,18079,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,الشهيد عمر ابو سنينة,المجابرة ,كاباو ,عام,11.153486,31.855127
1002,  الغربية ,18080,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,النصر,الوسط الحرابة ,كاباو ,عام,11.343314,31.859669
1003,  الغربية ,18081,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,تملوشايت,تملوشايت,كاباو ,عام,11.472952,31.859663
1004,  الغربية ,18082,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,طمزين الإعدادية,طمزين ,كاباو ,عام,11.415116,31.849449
1005,  الغربية ,18083,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,بلال بن رباح , تيجي ,باطن الجبل ,عام,11.179472,32.040472
1006,  الغربية ,18084,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,17فبراير,الهبيلية ,باطن الجبل ,عام,11.916711,32.521949
1007,  الغربية ,18085,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,شهداء تيجي في 17 فبراير,الهمايلة ,باطن الجبل ,عام,11.353694,32.007056
1008,  الغربية ,18086,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,الشهيد محمد السعداوي,أولاد أحمد,باطن الجبل ,عام,11.544417,32.064139
1009,  الغربية ,18087,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,الريادة,أولاد سلام ,باطن الجبل ,عام,11.347806,32.004056
1010,  الغربية ,18088,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,بدر المركزية,أولاد شداد,باطن الجبل ,عام,11.545062,32.061311
1011,  الغربية ,18089,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,أولاد طالب المركزية  ,أولاد طالب,باطن الجبل ,عام,11.368519,31.996287
1012,  الغربية ,18090,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,بدر للتعليم الأساسي,بدر,باطن الجبل ,عام,11.543111,32.049806
1013,  الغربية ,18091,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,تيجي المركزية,تيجي ,باطن الجبل ,عام,11.357806,32.011861
1014,  الغربية ,18092,8,الجبل 2,الزاوية,16,مدن الجبل بكافة قراها.,الشهيدة الزائرة,ظهرة الماجن ,باطن الجبل ,عام,11.546105,32.061218
1015,الغربية,18701,8,الجبل 2,الزاوية,Special Voting,Special Voting,حقل الحمادة النفطى,,,حقل نفط,"57 "" .579"" .12","29 31"" .58"
1016, الجنوبية ,21001,9,سبها,سبها,17,غدوة - سمنو - تمهنت - الزيفن,غدوة الثانوية,غدوة ,سبها ,عام,14.27353,26.43862
1017, الجنوبية ,21002,9,سبها,سبها,17,غدوة - سمنو - تمهنت - الزيفن,تمنهنت الثانوية,تمنهنت ,سبها ,عام,14.62729,27.20981
1018, الجنوبية ,21003,9,سبها,سبها,17,غدوة - سمنو - تمهنت - الزيفن,ابن سيناء الثانوية,سمنو ,سبها ,عام,14.88368,27.27556
1019, الجنوبية ,21004,9,سبها,سبها,17,غدوة - سمنو - تمهنت - الزيفن,البوانيس الثانوية,الزيغن ,سبها ,عام,14.90585,27.36838
1020, الجنوبية ,21005,9,سبها,سبها,18,القرضة - الثانوية - حي الكرامة,القدس,القرضة ,سبها ,عام,14.43236,27.02505
1021, الجنوبية ,21006,9,سبها,سبها,18,القرضة - الثانوية - حي الكرامة,عمر بن الخطاب,القرضة ,سبها ,عام,14.43658,27.02545
1022, الجنوبية ,21007,9,سبها,سبها,18,القرضة - الثانوية - حي الكرامة,الخلود,الثانوية ,سبها ,عام,14.44045,27.02816
1023, الجنوبية ,21008,9,سبها,سبها,18,القرضة - الثانوية - حي الكرامة,اليرموك,الثانوية ,سبها ,عام,14.44115,27.02825
1024, الجنوبية ,21009,9,سبها,سبها,18,القرضة - الثانوية - حي الكرامة, الكرامة للتعليم الاساسي ,القاهرة ,سبها ,عام,14.44816,27.01126
1025, الجنوبية ,21010,9,سبها,سبها,19,قعيد - المنشية,ابوبكر الصديق,المنشية ,سبها ,عام,14.43446,27.04134
1026, الجنوبية ,21011,9,سبها,سبها,19,قعيد - المنشية,علي بن ابي طالب,المنشية ,سبها ,عام,14.417295,27.032283
1027, الجنوبية ,21012,9,سبها,سبها,19,قعيد - المنشية,المنشية,المنشية ,سبها ,عام,14.424151,27.036559
1028, الجنوبية ,21013,9,سبها,سبها,19,قعيد - المنشية,موسى بن نصير,المنشية ,سبها ,عام,14.42167,27.02912
1029, الجنوبية ,21014,9,سبها,سبها,19,قعيد - المنشية,طارق بن زياد,وسط المدينة ,سبها ,عام,14.43391,27.03302
1030, الجنوبية ,21015,9,سبها,سبها,19,قعيد - المنشية,ذات النطاقين,وسط المدينة ,سبها ,عام,14.43063,27.03934
1031, الجنوبية ,21016,9,سبها,سبها,20,الجديد - سكرة - حي عبد الكافي,ليبيا الحرة الثانوية,الجديد ,سبها ,عام,14.418593,27.044188
1032, الجنوبية ,21017,9,سبها,سبها,20,الجديد - سكرة - حي عبد الكافي,خديجة الكبري,الجديد ,سبها ,عام,14.41033,27.05223
1033, الجنوبية ,21018,9,سبها,سبها,20,الجديد - سكرة - حي عبد الكافي,المنار,الجديد ,سبها ,عام,14.41613,27.04295
1034, الجنوبية ,21019,9,سبها,سبها,20,الجديد - سكرة - حي عبد الكافي,الجديد الثانوية,الجديد ,سبها ,عام,14.41695,27.04539
1035, الجنوبية ,21020,9,سبها,سبها,20,الجديد - سكرة - حي عبد الكافي,الحرية,الجديد ,سبها ,عام,14.4128,27.0519
1036, الجنوبية ,21021,9,سبها,سبها,20,الجديد - سكرة - حي عبد الكافي,الجمهورية,الجديد ,سبها ,عام,14.41684,27.04149
1037, الجنوبية ,21022,9,سبها,سبها,20,الجديد - سكرة - حي عبد الكافي,خولة بنت الازور,سكرة ,سبها ,عام,14.42134,27.0517
1038, الجنوبية ,21023,9,سبها,سبها,20,الجديد - سكرة - حي عبد الكافي,عبدالسلام سحبان,سكرة ,سبها ,عام,14.42027,27.05934
1039, الجنوبية ,21024,9,سبها,سبها,20,الجديد - سكرة - حي عبد الكافي,17فبراير,وسط المدينة ,سبها ,عام,14.42243,27.04421
1040, الجنوبية ,21025,9,سبها,سبها,21,الناصرية - حجارة - المهدية,القاهرة,القاهرة ,سبها ,عام,14.45612,27.02301
1041, الجنوبية ,21026,9,سبها,سبها,21,الناصرية - حجارة - المهدية,النصر,المهدية ,سبها ,عام,14.43619,27.04556
1042, الجنوبية ,21027,9,سبها,سبها,21,الناصرية - حجارة - المهدية,سبها الثانوية,المهدية ,سبها ,عام,14.43446,27.04134
1043, الجنوبية ,21028,9,سبها,سبها,21,الناصرية - حجارة - المهدية, المهدية للتعليم الاساسي , المهدية,سبها ,عام,14.44816,27.01126
1044, الجنوبية ,21029,9,سبها,سبها,21,الناصرية - حجارة - المهدية,شهداء جنين,حجارة ,سبها ,عام,14.46043,27.03334
1045, الجنوبية ,21030,9,سبها,سبها,21,الناصرية - حجارة - المهدية,جمال عبدالناصر,حجارة ,سبها ,عام,14.46196,27.02422
1046, الجنوبية ,21031,9,سبها,سبها,22,براك - اشكده - زلواز - قيرة - الزوية,مدرسة جمال عبد الناصر,قيرة ,الشاطئ ,عام,14.3555,27.58341
1047, الجنوبية ,21032,9,سبها,سبها,22,براك - اشكده - زلواز - قيرة - الزوية,ثانوية القدس,قيرة ,الشاطئ ,عام,14.35642,27.5838
1048, الجنوبية ,21033,9,سبها,سبها,22,براك - اشكده - زلواز - قيرة - الزوية,مدرسة شهداء الشب,اشكدة ,الشاطئ ,عام,14.4473,27.55729
1049, الجنوبية ,21034,9,سبها,سبها,22,براك - اشكده - زلواز - قيرة - الزوية,مدرسة عقبة بن نافع,زلواز ,الشاطئ ,عام,14.25399,27.57385
1050, الجنوبية ,21035,9,سبها,سبها,22,براك - اشكده - زلواز - قيرة - الزوية,مدرسة 24 ديسمبر,الزوية ,الشاطئ ,عام,14.23434,27.57451
1051, الجنوبية ,21036,9,سبها,سبها,22,براك - اشكده - زلواز - قيرة - الزوية,ثانوية ذات النطاقين,القصر / براك ,الشاطئ ,عام,14.27564,27.5471
1052, الجنوبية ,21037,9,سبها,سبها,22,براك - اشكده - زلواز - قيرة - الزوية,مدرسة المستقبل,المصلى / براك ,الشاطئ ,عام,14.29138,27.53863
1053, الجنوبية ,21038,9,سبها,سبها,22,براك - اشكده - زلواز - قيرة - الزوية,مدرسة المرحوم علي البصير,الزاوية  / براك ,الشاطئ ,عام,14.27608,27.54771
1054, الجنوبية ,21039,9,سبها,سبها,22,براك - اشكده - زلواز - قيرة - الزوية,مدرسة صلاح الدين الايوبي,براك ,الشاطئ ,عام,14.25741,27.53543
1055, الجنوبية ,21040,9,سبها,سبها,23,اقار - حي المشاشية - تامزاوه - محروقه - القرضة - تاروث,مدرسة الانطلاقة,اقار ,الشاطئ ,عام,14.16656,27.53196
1056, الجنوبية ,21041,9,سبها,سبها,23,اقار - حي المشاشية - تامزاوه - محروقه - القرضة - تاروث,مدرسة تامزاوة,تامزاوة,الشاطئ ,عام,14.21298,27.58021
1057, الجنوبية ,21042,9,سبها,سبها,23,اقار - حي المشاشية - تامزاوه - محروقه - القرضة - تاروث,مدرسة المجد,تامزاوة,الشاطئ ,عام,14.21895,27.57055
1058, الجنوبية ,21043,9,سبها,سبها,23,اقار - حي المشاشية - تامزاوه - محروقه - القرضة - تاروث,مدرسة الخوارزمي,القرضة ,الشاطئ ,عام,13.97117,27.49122
1059, الجنوبية ,21044,9,سبها,سبها,23,اقار - حي المشاشية - تامزاوه - محروقه - القرضة - تاروث,مدرسة الديسة,الديسة ,الشاطئ ,عام,13.96109,27.50764
1060, الجنوبية ,21045,9,سبها,سبها,23,اقار - حي المشاشية - تامزاوه - محروقه - القرضة - تاروث,مدرسة جبل الحساونة,تاروت ,الشاطئ ,عام,13.940384,27.506237
1061, الجنوبية ,21046,9,سبها,سبها,23,اقار - حي المشاشية - تامزاوه - محروقه - القرضة - تاروث,مدرسة شهداء القارة,محروقة ,الشاطئ ,عام,14.01451,27.50613
1062, الجنوبية ,21047,9,سبها,سبها,23,اقار - حي المشاشية - تامزاوه - محروقه - القرضة - تاروث,مدرسة شهداء ليبيا,العيون ,الشاطئ ,عام,14.02139,27.49027
1063, الجنوبية ,21048,9,سبها,سبها,23,اقار - حي المشاشية - تامزاوه - محروقه - القرضة - تاروث,مدرسة ناصر,القرضة ,الشاطئ ,عام,14.19606,27.57044
1064, الجنوبية ,21049,9,سبها,سبها,23,اقار - حي المشاشية - تامزاوه - محروقه - القرضة - تاروث,شهداء بوغرة,حي المشاشية ,الشاطئ ,عام,14.18106,27.52406
1065, الجنوبية ,21050,9,سبها,سبها,23,اقار - حي المشاشية - تامزاوه - محروقه - القرضة - تاروث,مدرسة الوحدة,حي القارة ,الشاطئ ,عام,14.085946,27.516962
1066, الجنوبية ,21051,9,سبها,سبها,24,قطة - برقن- القلة - ابوقدود - الزهراء ,مدرسة غزوة بدر الكبري,برقن ,الشاطئ ,عام,13.62561,27.549408
1067, الجنوبية ,21052,9,سبها,سبها,24,قطة - برقن- القلة - ابوقدود - الزهراء ,مدرسة ابو قدقود,ابوقدقود,الشاطئ ,عام,13.62141,27.57099
1068, الجنوبية ,21053,9,سبها,سبها,24,قطة - برقن- القلة - ابوقدود - الزهراء ,مدرسة 20 اكتوبر,الزهراء ,الشاطئ ,عام,13.54805,27.55811
1069, الجنوبية ,21054,9,سبها,سبها,24,قطة - برقن- القلة - ابوقدود - الزهراء ,مدرسة خالد بن الوليد,قطة ,الشاطئ ,عام,13.79251,27.48562
1070, الجنوبية ,21055,9,سبها,سبها,24,قطة - برقن- القلة - ابوقدود - الزهراء ,مدرسة الانتصار,عين المشاشية / قطة ,الشاطئ ,عام,13.830454,27.47035
1071, الجنوبية ,21056,9,سبها,سبها,24,قطة - برقن- القلة - ابوقدود - الزهراء ,مدرسة القلة,القلة ,الشاطئ ,عام,13.632157,27.574295
1072, الجنوبية ,21057,9,سبها,سبها,25,ونزريك - الحطية - تمسان - المنصورة - إدري,مدرسة عثمان بن عفان,ادري ,الشاطئ ,عام,13.05344,27.44974
